Season,Gamecode,Home,Player_ID,IsStarter,IsPlaying,Team,Dorsal,Player,Minutes,Points,FieldGoalsMade2,FieldGoalsAttempted2,FieldGoalsMade3,FieldGoalsAttempted3,FreeThrowsMade,FreeThrowsAttempted,OffensiveRebounds,DefensiveRebounds,TotalRebounds,Assistances,Steals,Turnovers,BlocksFavour,BlocksAgainst,FoulsCommited,FoulsReceived,Valuation,Plusminus,gamecode,group,datetime,TeamScore,OpponentScore,TeamName,OpponentName,PlayerName,Pos,total_fp
2023,1,1,P004720   ,0.0,1.0,RED,2,"LAZAREVIC, STEFAN",5.07,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1.0,E2023_1,Regular Season,2023-10-05 19:00:00,94,73,CRVENA ZVEZDA MERIDIANBET BELGRADE,LDLC ASVEL VILLEURBANNE,S. Lazarevic,F,1.1
2023,1,1,PJDR      ,0.0,1.0,RED,4,"TEODOSIC, MILOS",14.62,3,0,3,1,3,0,0,0,3,3,2,1,1,0,0,4,0,-1,6.0,E2023_1,Regular Season,2023-10-05 19:00:00,94,73,CRVENA ZVEZDA MERIDIANBET BELGRADE,LDLC ASVEL VILLEURBANNE,M. Teodosic,G,-0.9
2023,1,1,P005099   ,0.0,1.0,RED,5,"HANGA, ADAM",22.35,7,1,6,1,5,2,2,1,3,4,3,2,1,1,0,1,3,9,4.0,E2023_1,Regular Season,2023-10-05 19:00:00,94,73,CRVENA ZVEZDA MERIDIANBET BELGRADE,LDLC ASVEL VILLEURBANNE,A. Hanga,F,9.9
2023,1,1,P002553   ,0.0,1.0,RED,9,"MITROVIC, LUKA",21.53,9,3,3,0,0,3,4,1,0,1,2,1,0,0,0,2,4,14,20.0,E2023_1,Regular Season,2023-10-05 19:00:00,94,73,CRVENA ZVEZDA MERIDIANBET BELGRADE,LDLC ASVEL VILLEURBANNE,L. Mitrovic,F,15.4
2023,1,1,PLUO      ,1.0,0.0,RED,10,"LAZIC, BRANKO",12.77,6,0,0,2,2,0,0,1,1,2,0,0,0,0,0,0,0,8,7.0,E2023_1,Regular Season,2023-10-05 19:00:00,94,73,CRVENA ZVEZDA MERIDIANBET BELGRADE,LDLC ASVEL VILLEURBANNE,B. Lazic,G,8.8
2023,1,1,P012711   ,1.0,0.0,RED,11,"SIMONOVIC, MARKO",18.37,14,4,4,2,2,0,0,1,0,1,0,0,1,0,0,5,1,10,8.0,E2023_1,Regular Season,2023-10-05 19:00:00,94,73,CRVENA ZVEZDA MERIDIANBET BELGRADE,LDLC ASVEL VILLEURBANNE,M. Simonovic,,11.0
2023,1,1,P011224   ,1.0,0.0,RED,13,"NAPIER, SHABAZZ",20.67,21,2,3,5,8,2,2,0,3,3,1,2,2,0,0,2,1,20,20.0,E2023_1,Regular Season,2023-10-05 19:00:00,94,73,CRVENA ZVEZDA MERIDIANBET BELGRADE,LDLC ASVEL VILLEURBANNE,S. Napier,G,22.0
2023,1,1,P008966   ,0.0,0.0,RED,18,"TOBEY, MIKE",13.07,0,0,1,0,3,0,0,2,3,5,0,1,2,0,0,1,0,-1,3.0,E2023_1,Regular Season,2023-10-05 19:00:00,94,73,CRVENA ZVEZDA MERIDIANBET BELGRADE,LDLC ASVEL VILLEURBANNE,M. Tobey,C,-0.9
2023,1,1,P011964   ,0.0,1.0,RED,22,"ILIC, DALIBOR",14.55,5,1,5,1,2,0,0,5,0,5,0,0,0,0,2,1,1,3,-1.0,E2023_1,Regular Season,2023-10-05 19:00:00,94,73,CRVENA ZVEZDA MERIDIANBET BELGRADE,LDLC ASVEL VILLEURBANNE,D. Ilic,F,3.3
2023,1,1,P000848   ,0.0,0.0,RED,26,"NEDOVIC, NEMANJA",16.95,12,3,6,1,2,3,3,0,3,3,3,1,2,0,0,1,3,15,3.0,E2023_1,Regular Season,2023-10-05 19:00:00,94,73,CRVENA ZVEZDA MERIDIANBET BELGRADE,LDLC ASVEL VILLEURBANNE,N. Nedovic,G,16.5
2023,1,1,P006436   ,1.0,0.0,RED,31,"GIEDRAITIS, ROKAS",27.85,17,2,4,4,7,1,2,1,4,5,4,2,0,0,0,3,1,20,24.0,E2023_1,Regular Season,2023-10-05 19:00:00,94,73,CRVENA ZVEZDA MERIDIANBET BELGRADE,LDLC ASVEL VILLEURBANNE,R. Giedraitis,F,22.0
2023,1,1,P003479   ,1.0,0.0,RED,32,"KUZMIC, OGNJEN",12.22,0,0,2,0,0,0,0,3,1,4,4,0,0,1,1,1,0,5,12.0,E2023_1,Regular Season,2023-10-05 19:00:00,94,73,CRVENA ZVEZDA MERIDIANBET BELGRADE,LDLC ASVEL VILLEURBANNE,O. Kuzmic,,5.5
2023,1,0,P012729   ,0.0,1.0,ASV,0,"SCOTT, MIKE",22.37,13,3,3,2,5,1,3,1,1,2,1,0,0,0,0,0,1,12,-6.0,E2023_1,Regular Season,2023-10-05 19:00:00,73,94,LDLC ASVEL VILLEURBANNE,CRVENA ZVEZDA MERIDIANBET BELGRADE,M. Scott,F,12.0
2023,1,0,P011225   ,1.0,1.0,ASV,3,"LEE, PARIS",29.7,7,2,3,1,3,0,0,1,2,3,9,2,4,0,0,1,1,14,-14.0,E2023_1,Regular Season,2023-10-05 19:00:00,73,94,LDLC ASVEL VILLEURBANNE,CRVENA ZVEZDA MERIDIANBET BELGRADE,P. Lee,G,14.0
2023,1,0,P004194   ,1.0,1.0,ASV,7,"LAUVERGNE, JOFFREY",22.65,18,5,7,2,5,2,5,4,2,6,1,0,1,0,0,1,4,19,-17.0,E2023_1,Regular Season,2023-10-05 19:00:00,73,94,LDLC ASVEL VILLEURBANNE,CRVENA ZVEZDA MERIDIANBET BELGRADE,J. Lauvergne,C,19.0
2023,1,0,P012080   ,1.0,1.0,ASV,9,"LUWAWU-CABARROT, TIMOTHE",29.95,13,2,5,1,3,6,6,1,0,1,0,2,2,0,1,3,4,9,-20.0,E2023_1,Regular Season,2023-10-05 19:00:00,73,94,LDLC ASVEL VILLEURBANNE,CRVENA ZVEZDA MERIDIANBET BELGRADE,T. Luwawu-cabarrot,F,9.0
2023,1,0,P003274   ,0.0,0.0,ASV,10,"DALLO, BORIS",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,E2023_1,Regular Season,2023-10-05 19:00:00,73,94,LDLC ASVEL VILLEURBANNE,CRVENA ZVEZDA MERIDIANBET BELGRADE,B. Dallo,,0.0
2023,1,0,P000229   ,0.0,0.0,ASV,11,"JACKSON, EDWIN",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,E2023_1,Regular Season,2023-10-05 19:00:00,73,94,LDLC ASVEL VILLEURBANNE,CRVENA ZVEZDA MERIDIANBET BELGRADE,E. Jackson,G,0.0
2023,1,0,P002100   ,1.0,1.0,ASV,12,"DE COLO, NANDO",25.62,13,1,2,3,5,2,3,0,2,2,5,0,2,0,0,0,2,16,-25.0,E2023_1,Regular Season,2023-10-05 19:00:00,73,94,LDLC ASVEL VILLEURBANNE,CRVENA ZVEZDA MERIDIANBET BELGRADE,N. De colo,G,16.0
2023,1,0,P012730   ,1.0,0.0,ASV,15,"EGBUNU, JOHN",24.57,7,3,6,0,0,1,2,1,0,1,0,0,2,1,1,2,2,2,-14.0,E2023_1,Regular Season,2023-10-05 19:00:00,73,94,LDLC ASVEL VILLEURBANNE,CRVENA ZVEZDA MERIDIANBET BELGRADE,J. Egbunu,,2.0
2023,1,0,P006568   ,0.0,0.0,ASV,19,"FALL, YOUSSOUPHA",10.42,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,2,1,2,-5.0,E2023_1,Regular Season,2023-10-05 19:00:00,73,94,LDLC ASVEL VILLEURBANNE,CRVENA ZVEZDA MERIDIANBET BELGRADE,Y. Fall,C,2.0
2023,1,0,P012731   ,0.0,0.0,ASV,24,"NDIAYE, MBAYE",12.47,0,0,1,0,1,0,0,1,3,4,1,0,1,1,0,2,0,1,-2.0,E2023_1,Regular Season,2023-10-05 19:00:00,73,94,LDLC ASVEL VILLEURBANNE,CRVENA ZVEZDA MERIDIANBET BELGRADE,M. Ndiaye,F,1.0
2023,1,0,P011386   ,0.0,0.0,ASV,31,"NOAM, YAACOV",6.28,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,5,3,-3.0,E2023_1,Regular Season,2023-10-05 19:00:00,73,94,LDLC ASVEL VILLEURBANNE,CRVENA ZVEZDA MERIDIANBET BELGRADE,Y. Noam,,3.0
2023,1,0,P012732   ,0.0,0.0,ASV,33,"JACKSON, FRANK",15.98,2,1,1,0,3,0,0,0,4,4,0,1,1,0,0,3,1,1,1.0,E2023_1,Regular Season,2023-10-05 19:00:00,73,94,LDLC ASVEL VILLEURBANNE,CRVENA ZVEZDA MERIDIANBET BELGRADE,F. Jackson,,1.0
2023,4,1,P012744   ,1.0,1.0,TEL,1,"ANTONIUS, CLEVELAND",22.47,4,0,2,0,2,4,4,0,2,2,4,2,2,0,0,4,3,5,5.0,E2023_4,Regular Season,2023-10-05 20:05:00,96,81,MACCABI PLAYTIKA TEL AVIV,PARTIZAN MOZZART BET BELGRADE,C. Antonius,,5.5
2023,4,1,P011971   ,0.0,1.0,TEL,3,"WEBB III, JAMES",15.53,3,1,2,0,2,1,2,0,0,0,0,0,0,0,1,2,1,-3,4.0,E2023_4,Regular Season,2023-10-05 20:05:00,96,81,MACCABI PLAYTIKA TEL AVIV,PARTIZAN MOZZART BET BELGRADE,J. Webb iii,F,-2.7
2023,4,1,P009622   ,1.0,0.0,TEL,4,"BROWN, LORENZO",24.95,22,5,7,4,5,0,0,0,1,1,8,2,3,0,0,2,0,25,14.0,E2023_4,Regular Season,2023-10-05 20:05:00,96,81,MACCABI PLAYTIKA TEL AVIV,PARTIZAN MOZZART BET BELGRADE,L. Brown,G,27.5
2023,4,1,P004233   ,0.0,1.0,TEL,8,"MENCO, RAFI",6.6,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-9.0,E2023_4,Regular Season,2023-10-05 20:05:00,96,81,MACCABI PLAYTIKA TEL AVIV,PARTIZAN MOZZART BET BELGRADE,R. Menco,F,-0.9
2023,4,1,P011219   ,0.0,0.0,TEL,9,"SORKIN, ROMAN",21.38,14,5,7,1,2,1,1,2,3,5,0,2,2,0,0,2,2,16,1.0,E2023_4,Regular Season,2023-10-05 20:05:00,96,81,MACCABI PLAYTIKA TEL AVIV,PARTIZAN MOZZART BET BELGRADE,R. Sorkin,F,17.6
2023,4,1,P007990   ,0.0,1.0,TEL,12,"DIBARTOLOMEO, JOHN",22.52,6,0,1,2,3,0,0,2,3,5,2,1,1,0,0,3,2,10,16.0,E2023_4,Regular Season,2023-10-05 20:05:00,96,81,MACCABI PLAYTIKA TEL AVIV,PARTIZAN MOZZART BET BELGRADE,J. Dibartolomeo,G,11.0
2023,4,1,P011214   ,0.0,1.0,TEL,14,"RIVERO, JASIEL",13.93,11,4,5,0,0,3,4,1,0,1,2,0,2,0,0,1,5,14,-8.0,E2023_4,Regular Season,2023-10-05 20:05:00,96,81,MACCABI PLAYTIKA TEL AVIV,PARTIZAN MOZZART BET BELGRADE,J. Rivero,C,15.4
2023,4,1,P005145   ,1.0,0.0,TEL,15,"COHEN, JAKE",15.18,2,1,1,0,1,0,0,0,1,1,3,0,0,0,0,3,0,2,14.0,E2023_4,Regular Season,2023-10-05 20:05:00,96,81,MACCABI PLAYTIKA TEL AVIV,PARTIZAN MOZZART BET BELGRADE,J. Cohen,F,2.2
2023,4,1,P011199   ,1.0,0.0,TEL,32,"NEBO, JOSH",15.4,14,5,6,0,0,4,5,2,2,4,3,1,0,1,1,0,3,23,11.0,E2023_4,Regular Season,2023-10-05 20:05:00,96,81,MACCABI PLAYTIKA TEL AVIV,PARTIZAN MOZZART BET BELGRADE,J. Nebo,C,25.3
2023,4,1,P011193   ,0.0,0.0,TEL,45,"BLATT, TAMIR",20.2,8,1,2,2,7,0,0,0,2,2,8,1,0,0,0,1,0,12,8.0,E2023_4,Regular Season,2023-10-05 20:05:00,96,81,MACCABI PLAYTIKA TEL AVIV,PARTIZAN MOZZART BET BELGRADE,T. Blatt,G,13.2
2023,4,1,P009783   ,1.0,0.0,TEL,50,"COLSON, BONZIE",21.83,12,5,8,0,4,2,4,3,4,7,0,2,2,1,0,1,2,12,19.0,E2023_4,Regular Season,2023-10-05 20:05:00,96,81,MACCABI PLAYTIKA TEL AVIV,PARTIZAN MOZZART BET BELGRADE,B. Colson,F,13.2
2023,4,0,P008987   ,1.0,0.0,PAR,2,"LEDAY, ZACH",26.07,5,2,3,0,2,1,2,1,2,3,1,1,3,0,0,1,4,6,-18.0,E2023_4,Regular Season,2023-10-05 20:05:00,81,96,PARTIZAN MOZZART BET BELGRADE,MACCABI PLAYTIKA TEL AVIV,Z. Leday,F,6.0
2023,4,0,P003983   ,0.0,1.0,PAR,4,"AVRAMOVIC, ALEKSA",25.87,24,8,9,1,3,5,6,0,0,0,2,1,2,0,0,2,4,23,-7.0,E2023_4,Regular Season,2023-10-05 20:05:00,81,96,PARTIZAN MOZZART BET BELGRADE,MACCABI PLAYTIKA TEL AVIV,A. Avramovic,G,23.0
2023,4,0,P011050   ,1.0,0.0,PAR,5,"KOPRIVICA, BALSA",11.15,6,2,2,0,0,2,2,1,2,3,0,0,0,2,0,3,1,9,-11.0,E2023_4,Regular Season,2023-10-05 20:05:00,81,96,PARTIZAN MOZZART BET BELGRADE,MACCABI PLAYTIKA TEL AVIV,B. Koprivica,C,9.0
2023,4,0,P009862   ,1.0,0.0,PAR,7,"PUNTER, KEVIN",24.52,11,3,4,1,5,2,2,0,1,1,1,1,3,0,0,1,4,9,-21.0,E2023_4,Regular Season,2023-10-05 20:05:00,81,96,PARTIZAN MOZZART BET BELGRADE,MACCABI PLAYTIKA TEL AVIV,K. Punter,G,9.0
2023,4,0,P011051   ,0.0,1.0,PAR,9,"SMAILAGIC, ALEN",25.32,10,4,6,0,0,2,4,1,2,3,0,0,0,0,0,3,2,8,1.0,E2023_4,Regular Season,2023-10-05 20:05:00,81,96,PARTIZAN MOZZART BET BELGRADE,MACCABI PLAYTIKA TEL AVIV,A. Smailagic,F,8.0
2023,4,0,P004058   ,0.0,0.0,PAR,10,"JARAMAZ, OGNJEN",13.23,0,0,1,0,1,0,0,0,2,2,3,1,1,0,0,2,1,2,-7.0,E2023_4,Regular Season,2023-10-05 20:05:00,81,96,PARTIZAN MOZZART BET BELGRADE,MACCABI PLAYTIKA TEL AVIV,O. Jaramaz,G,2.0
2023,4,0,P007400   ,0.0,1.0,PAR,21,"NUNNALLY, JAMES",23.82,10,2,4,2,2,0,0,1,2,3,2,0,3,0,1,1,0,8,-6.0,E2023_4,Regular Season,2023-10-05 20:05:00,81,96,PARTIZAN MOZZART BET BELGRADE,MACCABI PLAYTIKA TEL AVIV,J. Nunnally,F,8.0
2023,4,0,P007673   ,1.0,1.0,PAR,32,"TRIFUNOVIC, UROS",14.1,2,1,2,0,1,0,0,0,3,3,2,1,0,0,0,1,1,6,0.0,E2023_4,Regular Season,2023-10-05 20:05:00,81,96,PARTIZAN MOZZART BET BELGRADE,MACCABI PLAYTIKA TEL AVIV,U. Trifunovic,F,6.0
2023,4,0,P000956   ,0.0,0.0,PAR,33,"ANDJUSIC, DANILO",5.62,0,0,2,0,1,0,0,0,1,1,2,1,1,0,0,0,1,1,5.0,E2023_4,Regular Season,2023-10-05 20:05:00,81,96,PARTIZAN MOZZART BET BELGRADE,MACCABI PLAYTIKA TEL AVIV,D. Andjusic,G,1.0
2023,4,0,P012742   ,0.0,1.0,PAR,35,"DOZIER JR, PERRY",19.08,11,3,4,1,2,2,2,0,2,2,3,0,0,0,0,2,1,13,3.0,E2023_4,Regular Season,2023-10-05 20:05:00,81,96,PARTIZAN MOZZART BET BELGRADE,MACCABI PLAYTIKA TEL AVIV,P. Dozier jr,F,13.0
2023,4,0,P004172   ,1.0,0.0,PAR,37,"PONITKA, MATEUSZ",4.92,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,1,-9.0,E2023_4,Regular Season,2023-10-05 20:05:00,81,96,PARTIZAN MOZZART BET BELGRADE,MACCABI PLAYTIKA TEL AVIV,M. Ponitka,F,1.0
2023,4,0,P012743   ,0.0,0.0,PAR,44,"KAMINSKY, FRANK",6.32,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,-1,-5.0,E2023_4,Regular Season,2023-10-05 20:05:00,81,96,PARTIZAN MOZZART BET BELGRADE,MACCABI PLAYTIKA TEL AVIV,F. Kaminsky,C,-1.0
2023,3,1,P010391   ,1.0,1.0,MUN,0,"WEILER-BABB, NICK",25.58,8,1,1,2,7,0,0,0,3,3,2,1,0,0,0,2,1,8,20.0,E2023_3,Regular Season,2023-10-05 20:30:00,80,68,FC BAYERN MUNICH,ALBA BERLIN,N. Weiler-babb,G,8.8
2023,3,1,P007975   ,0.0,0.0,MUN,1,"FRANCISCO, SYLVAIN",18.72,17,3,5,3,6,2,2,0,2,2,3,2,1,0,0,1,3,20,-1.0,E2023_3,Regular Season,2023-10-05 20:30:00,80,68,FC BAYERN MUNICH,ALBA BERLIN,S. Francisco,G,22.0
2023,3,1,P011987   ,0.0,0.0,MUN,3,"EDWARDS, CARSEN",17.97,5,1,4,1,6,0,0,1,1,2,0,0,3,0,1,2,0,-7,-10.0,E2023_3,Regular Season,2023-10-05 20:30:00,80,68,FC BAYERN MUNICH,ALBA BERLIN,C. Edwards,G,-6.3
2023,3,1,P006245   ,0.0,0.0,MUN,5,"WEIDEMANN, NELSON",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,E2023_3,Regular Season,2023-10-05 20:30:00,80,68,FC BAYERN MUNICH,ALBA BERLIN,N. Weidemann,G,0.0
2023,3,1,P006760   ,1.0,1.0,MUN,9,"BONGA, ISAAC",25.87,11,3,4,1,4,2,2,6,4,10,1,1,2,0,0,2,2,17,-2.0,E2023_3,Regular Season,2023-10-05 20:30:00,80,68,FC BAYERN MUNICH,ALBA BERLIN,I. Bonga,F,18.7
2023,3,1,P008985   ,1.0,1.0,MUN,10,"BOLMARO, LEANDRO",21.28,10,5,6,0,3,0,0,0,5,5,3,0,3,0,0,2,1,10,15.0,E2023_3,Regular Season,2023-10-05 20:30:00,80,68,FC BAYERN MUNICH,ALBA BERLIN,L. Bolmaro,G,11.0
2023,3,1,P004508   ,0.0,1.0,MUN,13,"OBST, ANDREAS",19.65,8,1,1,2,3,0,0,0,0,0,0,0,2,0,0,2,1,4,7.0,E2023_3,Regular Season,2023-10-05 20:30:00,80,68,FC BAYERN MUNICH,ALBA BERLIN,A. Obst,G,4.4
2023,3,1,P003583   ,1.0,1.0,MUN,14,"IBAKA, SERGE",17.95,8,3,4,0,1,2,4,4,5,9,0,1,2,2,1,3,3,13,6.0,E2023_3,Regular Season,2023-10-05 20:30:00,80,68,FC BAYERN MUNICH,ALBA BERLIN,S. Ibaka,C,14.3
2023,3,1,P005478   ,0.0,0.0,MUN,17,"WIMBERG, NIKLAS",11.88,1,0,0,0,1,1,2,1,1,2,0,0,0,1,0,1,2,3,8.0,E2023_3,Regular Season,2023-10-05 20:30:00,80,68,FC BAYERN MUNICH,ALBA BERLIN,N. Wimberg,F,3.3
2023,3,1,P007639   ,0.0,0.0,MUN,22,"BRANKOVIC, DANKO",2.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,-3.0,E2023_3,Regular Season,2023-10-05 20:30:00,80,68,FC BAYERN MUNICH,ALBA BERLIN,D. Brankovic,C,-0.9
2023,3,1,P007056   ,1.0,0.0,MUN,31,"BOOKER, DEVIN",30.95,10,5,10,0,0,0,0,4,2,6,2,0,2,0,1,2,3,11,8.0,E2023_3,Regular Season,2023-10-05 20:30:00,80,68,FC BAYERN MUNICH,ALBA BERLIN,D. Booker,C,12.1
2023,3,1,P011941   ,0.0,0.0,MUN,33,"GILLESPIE, FREDDIE",7.82,2,1,1,0,0,0,0,0,3,3,1,0,0,0,0,3,0,3,12.0,E2023_3,Regular Season,2023-10-05 20:30:00,80,68,FC BAYERN MUNICH,ALBA BERLIN,F. Gillespie,C,3.3
2023,3,0,P012720   ,1.0,0.0,BER,0,"BROWN, STERLING",28.55,8,2,6,1,5,1,1,0,0,0,3,2,0,0,1,3,2,3,-3.0,E2023_3,Regular Season,2023-10-05 20:30:00,68,80,ALBA BERLIN,FC BAYERN MUNICH,S. Brown,G,3.0
2023,3,0,P008384   ,0.0,0.0,BER,1,"PROCIDA, GABRIELE",15.87,2,1,1,0,1,0,2,1,1,2,1,2,0,0,0,0,2,6,-12.0,E2023_3,Regular Season,2023-10-05 20:30:00,68,80,ALBA BERLIN,FC BAYERN MUNICH,G. Procida,F,6.0
2023,3,0,P008173   ,0.0,0.0,BER,3,"SPAGNOLO, MATTEO",17.18,6,3,6,0,0,0,0,0,1,1,2,0,1,0,0,2,2,5,-14.0,E2023_3,Regular Season,2023-10-05 20:30:00,68,80,ALBA BERLIN,FC BAYERN MUNICH,M. Spagnolo,G,5.0
2023,3,0,P008211   ,0.0,0.0,BER,6,"DELOW, MALTE",13.53,0,0,0,0,1,0,0,0,3,3,1,0,3,0,0,0,0,0,-3.0,E2023_3,Regular Season,2023-10-05 20:30:00,68,80,ALBA BERLIN,FC BAYERN MUNICH,M. Delow,G,0.0
2023,3,0,P007025   ,0.0,1.0,BER,9,"MATTISSECK, JONAS",9.53,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,-6.0,E2023_3,Regular Season,2023-10-05 20:30:00,68,80,ALBA BERLIN,FC BAYERN MUNICH,J. Mattisseck,G,2.0
2023,3,0,P008967   ,1.0,1.0,BER,11,"THOMAS, MATT",23.3,11,0,0,2,3,5,5,0,3,3,0,0,0,0,0,3,3,13,4.0,E2023_3,Regular Season,2023-10-05 20:30:00,68,80,ALBA BERLIN,FC BAYERN MUNICH,M. Thomas,G,13.0
2023,3,0,P006819   ,0.0,0.0,BER,16,"NIKIC, KRESIMIR",7.22,4,1,2,0,0,2,2,0,0,0,0,0,0,1,1,0,1,4,-12.0,E2023_3,Regular Season,2023-10-05 20:30:00,68,80,ALBA BERLIN,FC BAYERN MUNICH,K. Nikic,C,4.0
2023,3,0,P007550   ,1.0,1.0,BER,18,"SAMAR, ZIGA",16.88,5,1,3,1,2,0,0,0,1,1,3,0,1,0,0,3,0,2,-7.0,E2023_3,Regular Season,2023-10-05 20:30:00,68,80,ALBA BERLIN,FC BAYERN MUNICH,Z. Samar,G,2.0
2023,3,0,P006919   ,1.0,1.0,BER,19,"OLINDE, LOUIS",26.02,12,4,5,1,4,1,2,0,1,1,3,2,1,2,0,3,2,13,10.0,E2023_3,Regular Season,2023-10-05 20:30:00,68,80,ALBA BERLIN,FC BAYERN MUNICH,L. Olinde,F,13.0
2023,3,0,P003958   ,1.0,1.0,BER,32,"THIEMANN, JOHANNES",25.62,12,3,5,1,4,3,4,1,4,5,1,3,1,0,1,1,5,17,-5.0,E2023_3,Regular Season,2023-10-05 20:30:00,68,80,ALBA BERLIN,FC BAYERN MUNICH,J. Thiemann,C,17.0
2023,3,0,P012721   ,0.0,0.0,BER,34,"BEAN, JUSTIN",16.3,6,0,0,1,3,3,3,0,0,0,0,0,1,0,0,2,3,4,-12.0,E2023_3,Regular Season,2023-10-05 20:30:00,68,80,ALBA BERLIN,FC BAYERN MUNICH,J. Bean,F,4.0
2023,5,1,P009549   ,1.0,1.0,VIR,0,"CORDINIER, ISAIA",28.88,12,4,5,1,2,1,1,1,3,4,9,0,1,0,0,1,1,22,-6.0,E2023_5,Regular Season,2023-10-05 20:30:00,79,82,VIRTUS SEGAFREDO BOLOGNA,ZALGIRIS KAUNAS,I. Cordinier,G,22.0
2023,5,1,P010781   ,0.0,0.0,VIR,1,"LUNDBERG, IFFE",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,E2023_5,Regular Season,2023-10-05 20:30:00,79,82,VIRTUS SEGAFREDO BOLOGNA,ZALGIRIS KAUNAS,I. Lundberg,G,0.0
2023,5,1,PBCN      ,1.0,1.0,VIR,3,"BELINELLI, MARCO",14.67,7,3,5,0,4,1,1,1,2,3,2,0,0,0,0,1,2,7,-11.0,E2023_5,Regular Season,2023-10-05 20:30:00,79,82,VIRTUS SEGAFREDO BOLOGNA,ZALGIRIS KAUNAS,M. Belinelli,G,7.0
2023,5,1,P006739   ,0.0,0.0,VIR,6,"PAJOLA, ALESSANDRO",11.37,0,0,0,0,1,0,0,0,2,2,2,0,1,0,0,3,0,-1,16.0,E2023_5,Regular Season,2023-10-05 20:30:00,79,82,VIRTUS SEGAFREDO BOLOGNA,ZALGIRIS KAUNAS,A. Pajola,G,-1.0
2023,5,1,P011192   ,0.0,0.0,VIR,9,"SMITH, JALEEN",11.77,4,1,1,0,1,2,2,0,0,0,2,2,2,0,0,1,2,6,1.0,E2023_5,Regular Season,2023-10-05 20:30:00,79,82,VIRTUS SEGAFREDO BOLOGNA,ZALGIRIS KAUNAS,J. Smith,G,6.0
2023,5,1,P004007   ,0.0,0.0,VIR,13,"DOBRIC, OGNJEN",24.73,12,3,5,2,4,0,0,0,0,0,0,2,0,0,1,2,2,9,10.0,E2023_5,Regular Season,2023-10-05 20:30:00,79,82,VIRTUS SEGAFREDO BOLOGNA,ZALGIRIS KAUNAS,O. Dobric,G,9.0
2023,5,1,P012714   ,0.0,0.0,VIR,15,"CACOK, DEVONTAE",5.33,2,1,2,0,0,0,0,1,2,3,0,0,3,0,1,2,0,-2,-4.0,E2023_5,Regular Season,2023-10-05 20:30:00,79,82,VIRTUS SEGAFREDO BOLOGNA,ZALGIRIS KAUNAS,D. Cacok,C,-2.0
2023,5,1,P001133   ,1.0,1.0,VIR,21,"SHENGELIA, TORNIKE",31.02,17,4,5,2,4,3,4,2,2,4,4,0,3,0,0,1,4,21,-1.0,E2023_5,Regular Season,2023-10-05 20:30:00,79,82,VIRTUS SEGAFREDO BOLOGNA,ZALGIRIS KAUNAS,T. Shengelia,F,21.0
2023,5,1,P001844   ,1.0,1.0,VIR,23,"HACKETT, DANIEL",28.63,7,3,6,0,6,1,1,0,3,3,0,3,1,0,1,3,3,2,-19.0,E2023_5,Regular Season,2023-10-05 20:30:00,79,82,VIRTUS SEGAFREDO BOLOGNA,ZALGIRIS KAUNAS,D. Hackett,G,2.0
2023,5,1,P008847   ,0.0,1.0,VIR,25,"MICKEY, JORDAN",25.23,18,4,8,3,3,1,2,1,5,6,1,1,1,0,0,3,4,21,10.0,E2023_5,Regular Season,2023-10-05 20:30:00,79,82,VIRTUS SEGAFREDO BOLOGNA,ZALGIRIS KAUNAS,J. Mickey,C,21.0
2023,5,1,P002084   ,0.0,0.0,VIR,33,"POLONARA, ACHILLE",10.67,0,0,2,0,0,0,0,2,1,3,1,0,2,1,0,0,1,2,-8.0,E2023_5,Regular Season,2023-10-05 20:30:00,79,82,VIRTUS SEGAFREDO BOLOGNA,ZALGIRIS KAUNAS,A. Polonara,F,2.0
2023,5,1,P003048   ,1.0,0.0,VIR,42,"DUNSTON, BRYANT",7.7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,-3.0,E2023_5,Regular Season,2023-10-05 20:30:00,79,82,VIRTUS SEGAFREDO BOLOGNA,ZALGIRIS KAUNAS,B. Dunston,C,0.0
2023,5,0,P011218   ,1.0,1.0,ZAL,2,"EVANS, KEENAN",27.37,25,5,9,4,6,3,4,0,4,4,0,2,3,0,0,4,3,20,10.0,E2023_5,Regular Season,2023-10-05 20:30:00,82,79,ZALGIRIS KAUNAS,VIRTUS SEGAFREDO BOLOGNA,K. Evans,G,22.0
